Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,8,3,0,0,0,1,12,6,7,0,1,5,2
shoot2FGM,6,3,0,0,0,1,5,3,6,0,0,5,1
shoot2FTA,2,3,0,0,0,0,0,4,2,0,0,5,2
shoot2FTM,2,3,0,0,0,0,0,4,2,0,0,3,2
shoot2TO,1,0,0,0,0,0,2,1,1,0,0,0,0
shoot3FGA,3,5,1,0,0,0,5,11,4,26,0,0,0
shoot3FGM,1,5,1,0,0,0,3,2,0,11,0,0,0
shoot3FTA,0,0,0,0,0,0,3,3,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,3,2,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,5,0,0,0
pass2FGA,4,0,1,1,1,0,3,4,4,1,0,0,1
pass2FGM,3,0,1,1,1,0,3,4,4,1,0,0,1
pass2FTA,3,0,0,0,0,0,4,4,6,0,0,0,0
pass2FTM,3,0,0,0,0,0,3,4,2,0,0,0,0
pass2TO,1,1,0,0,0,0,1,1,0,0,0,0,0
pass3FGA,13,2,0,0,0,0,3,7,4,1,0,0,0
pass3FGM,3,1,0,0,0,0,0,0,2,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,1,0,0,0,0,0,1,0,0,0,0,0
